RowNumber,CustomerId,Surname,Geography,Gender,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
337,15740476,Tsao,Germany,Female,659,32,3,150923.74,2,0,1,174652.51,stay
338,15648064,Kennedy,France,Male,649,33,2,0,2,1,0,2010.98,stay
339,15636624,Nwabugwu,Spain,Female,805,39,5,165272.13,1,1,0,14109.85,leave
340,15807923,Young,Germany,Female,716,39,10,115301.31,1,1,0,43527.4,leave
341,15745844,Kerr,Germany,Female,642,40,6,129502.49,2,0,1,86099.23,leave
342,15786170,Tien,France,Male,659,31,4,118342.26,1,0,0,161574.19,stay
343,15681081,Marrero,Spain,Female,545,47,5,0,2,1,1,38970.14,stay
344,15684484,White,France,Male,543,22,8,0,2,0,0,127587.22,stay
345,15785869,Pisano,France,Female,718,25,7,0,2,1,0,30380.12,stay
346,15763859,Brown,France,Female,840,43,7,0,2,1,0,90908.95,stay
347,15658935,Freeman,Germany,Female,630,34,9,106937.05,2,1,0,138275.01,stay
348,15747358,Russell,Germany,Male,643,59,3,170331.37,1,1,1,32171.79,stay
349,15735203,Seleznyov,Germany,Female,654,32,1,114510.85,1,1,1,126143.23,stay
350,15576256,Yusupova,France,Male,582,39,5,0,2,1,1,129892.93,stay
351,15659420,Foley,Spain,Male,659,32,3,107594.11,2,1,1,102416.84,stay
352,15593365,Shih,Spain,Male,762,39,2,81273.13,1,1,1,18719.67,stay
353,15777352,Ikedinachukwu,Spain,Female,568,32,7,169399.6,1,1,0,61936.22,stay
354,15812007,Power,Spain,Male,670,25,6,0,2,1,1,78358.94,stay
355,15625461,Amos,France,Female,613,45,1,187841.99,2,1,1,147224.27,stay
356,15739438,Reed,France,Male,539,30,0,0,2,1,0,160979.66,stay
357,15611759,Simmons,Spain,Female,850,57,8,126776.3,2,1,1,132298.49,stay
358,15661629,Ricci,Spain,Male,522,34,9,126436.29,1,1,0,174248.52,leave
359,15633950,Yen,France,Male,737,41,1,101960.74,1,1,1,123547.28,stay
360,15592386,Campbell,France,Male,520,58,3,0,2,0,1,32790.02,stay
361,15803716,West,Spain,Male,706,28,3,0,2,0,1,181543.67,stay
362,15696674,Robinson,Germany,Female,643,45,2,150842.93,1,0,1,2319.96,leave
363,15706365,Bianchi,France,Female,648,50,9,102535.57,1,1,1,189543.19,stay
364,15745088,Chen,Germany,Female,443,29,9,99027.61,2,1,0,10940.4,stay
365,15676715,Madukaego,France,Male,640,68,9,0,2,1,1,199493.38,stay
366,15613085,Ibrahimova,Spain,Female,628,33,3,0,1,1,1,188193.25,stay
367,15633537,Nolan,Germany,Female,540,42,9,87271.41,2,1,0,172572.64,stay
368,15594720,Scott,Germany,Female,460,35,8,102742.91,2,1,1,189339.6,stay
369,15684042,Blair,Germany,Male,636,34,2,40105.51,2,0,1,53512.16,stay
370,15583303,Monaldo,France,Female,593,29,2,152265.43,1,1,0,34004.44,stay
371,15611579,Sutherland,Spain,Male,801,42,4,141947.67,1,1,1,10598.29,stay
372,15774696,Cole,Germany,Female,640,75,1,106307.91,2,0,1,113428.77,stay
373,15694506,Briggs,Germany,Male,611,31,0,107884.81,2,1,1,183487.98,stay
374,15688074,Gregory,Germany,Male,802,31,1,125013.72,1,1,1,187658.09,stay
375,15759537,Bianchi,Germany,Male,717,35,7,58469.37,2,1,1,172459.39,stay
376,15758449,Angelo,France,Female,769,39,8,0,1,0,1,21016,stay
377,15583456,Gardiner,Germany,Male,745,45,10,117231.63,3,1,1,122381.02,leave
378,15667871,Kerr,Spain,Male,572,35,4,152390.26,1,1,0,128123.66,stay
379,15677371,Ko,Spain,Female,629,30,2,34013.63,1,1,0,19570.63,stay
380,15629677,Distefano,Spain,Female,687,39,2,0,3,0,0,188150.6,leave
381,15713578,Farrell,France,Female,483,50,9,0,2,1,1,111020.24,stay
382,15591509,Milano,France,Male,690,36,7,101583.11,2,1,0,123775.15,stay
383,15568240,Ting,Germany,Female,492,30,10,77168.87,2,0,1,146700.22,stay
384,15622993,Boyd,Germany,Male,709,28,8,124695.72,2,1,0,145251.35,stay
385,15689294,Onyemaechi,Germany,Male,705,44,3,105934.96,1,1,0,82463.69,stay
386,15720910,Black,France,Female,560,66,9,0,1,1,1,15928.49,stay
387,15721181,Oliver,Spain,Male,611,46,6,0,2,1,0,45886.33,stay
388,15776433,Greco,Spain,Male,730,62,2,0,2,1,1,186489.95,stay
389,15748936,Whitehead,Spain,Female,709,45,2,0,2,0,1,162922.65,stay
390,15717225,Ikemefuna,France,Female,544,21,10,161525.96,2,1,0,9262.77,stay
391,15685226,Morrison,Germany,Female,712,29,7,147199.07,1,1,1,84932.4,stay
392,15785611,Onyeoruru,Germany,Male,752,38,3,183102.29,1,1,1,71557.12,stay
393,15573456,Cunningham,Spain,Male,648,46,9,127209,2,1,0,77405.95,leave
394,15684548,Demidov,Spain,Male,556,38,8,0,2,0,0,417.41,leave
395,15620505,Celis,Spain,Female,594,24,0,97378.54,1,1,1,71405.17,stay
396,15807432,Cheng,Germany,Female,645,37,2,136925.09,2,0,1,153400.24,stay
397,15584766,Knight,France,Male,557,33,3,54503.55,1,1,1,371.05,stay
398,15612187,Morin,Germany,Male,547,32,8,155726.85,1,1,0,67789.99,stay
399,15762218,Mills,France,Female,701,39,9,0,2,0,1,145894.9,stay
400,15646372,Outhwaite,France,Female,616,66,1,135842.41,1,1,0,183840.51,leave
401,15690452,Tung,France,Male,605,52,1,63349.75,1,1,0,108887.44,stay
402,15747795,Pai,Germany,Female,593,38,4,129499.42,1,1,1,154071.27,stay
403,15781589,Carpenter,Spain,Male,751,52,8,0,2,0,1,179291.85,stay
404,15732674,Fennell,Spain,Male,443,36,6,70438.01,2,0,1,56937.43,stay
405,15642291,Fontaine,France,Male,685,23,8,0,2,1,1,112239.03,stay
406,15692761,Pratt,France,Male,718,36,9,0,1,1,0,45909.87,stay
407,15578045,Mitchell,Spain,Female,538,49,9,141434.04,1,0,0,173779.25,leave
408,15745354,Franklin,Spain,Female,611,37,4,0,2,1,0,125696.26,stay
409,15701376,K'ung,Germany,Male,668,37,10,152958.29,2,1,1,159585.61,stay
410,15691625,Ko,Germany,Female,537,41,3,138306.34,1,1,0,106761.47,stay
411,15566594,McKenzie,Spain,Male,709,23,10,0,2,0,0,129590.18,stay
412,15760431,Pino,France,Male,850,38,1,0,2,1,1,80006.65,stay
413,15686302,Fisk,Spain,Female,745,31,3,124328.84,1,1,1,140451.52,stay
414,15801559,Chiang,Germany,Female,693,41,9,181461.48,3,1,1,187929.43,leave
415,15810432,Moseley,Spain,Male,795,35,8,0,2,1,0,167155.36,stay
416,15809616,Hsiung,Spain,Male,626,26,8,0,2,0,0,191420.71,stay
417,15720559,Heath,Germany,Female,487,61,5,110368.03,1,0,0,11384.45,leave
418,15695632,Dellucci,France,Female,556,39,9,89588.35,1,1,1,94898.1,stay
419,15659843,Li,France,Female,643,46,6,0,2,0,0,106781.59,stay
420,15615624,De Salis,France,Female,605,28,6,0,2,0,0,159508.52,stay
421,15810418,T'ang,Germany,Female,756,60,3,115924.89,1,1,0,93524.19,leave
422,15716186,Richardson,France,Female,586,38,2,0,2,1,0,87168.46,stay
423,15674551,Fitch,Germany,Male,535,40,7,111756.5,1,1,0,8128.32,leave
424,15622834,Stevenson,France,Female,678,35,4,0,1,1,0,125518.32,stay
425,15566111,Estes,France,Male,596,39,9,0,1,1,0,48963.59,stay
426,15784597,Lattimore,France,Male,648,26,9,162923.85,1,1,0,98368.24,stay
427,15652883,Chung,Germany,Male,492,39,10,124576.65,2,1,0,148584.61,stay
428,15806964,Utz,France,Male,702,45,0,80793.58,1,1,1,27474.81,stay
429,15576313,Wei,Germany,Female,486,40,9,71340.09,1,1,0,76192.21,stay
430,15806467,Boyle,Germany,Male,568,40,1,99282.63,1,0,0,134600.94,leave
431,15597602,Nwachinemelu,Germany,Male,619,57,3,137946.39,1,1,1,72467.99,leave
432,15743040,Kuznetsova,Germany,Male,724,41,2,127892.57,2,0,1,199645.45,stay
433,15705521,Pisani,Germany,Female,548,33,0,101084.36,1,1,0,42749.85,stay
434,15595039,Manna,Germany,Female,545,37,8,114754.08,1,1,0,136050.44,leave
435,15799384,Collier,France,Male,683,33,8,0,1,0,0,73564.44,stay
436,15581197,Ricci,France,Female,762,51,3,99286.98,1,0,1,85578.63,stay
437,15693737,Carr,Germany,Female,627,30,4,79871.02,2,1,0,129826.89,stay
438,15624623,Hs?,France,Male,516,35,10,104088.59,2,0,0,119666,stay
439,15783501,Findlay,France,Female,800,38,2,168190.33,2,1,0,68052.08,stay
440,15690134,Hughes,Germany,Female,464,42,3,85679.25,1,1,1,164104.74,stay
441,15782735,Chukwuemeka,France,Female,626,35,3,0,1,0,0,80190.36,stay
442,15611088,Genovese,France,Female,790,31,9,0,2,1,0,84126.75,stay
443,15672145,Swift,France,Female,534,34,7,121551.58,2,1,1,70179,stay
444,15732628,Ugoji,France,Male,745,46,2,122220.19,1,1,1,118024.1,stay
445,15787470,Parkinson,Spain,Male,553,47,3,116528.15,1,0,0,145704.19,leave
446,15803406,Ross,France,Female,748,26,1,77780.29,1,0,1,183049.41,stay
447,15730460,Oleary,France,Male,722,37,2,0,1,0,0,120906.83,stay
448,15644572,Turnbull,France,Male,501,40,4,125832.2,1,1,1,100433.83,stay
449,15694860,Uspensky,France,Female,675,38,6,68065.8,1,0,0,138777,leave
450,15658169,Cook,Spain,Female,778,47,6,127299.34,2,1,0,124694.99,stay
451,15794396,Newbold,Germany,Female,494,38,7,174937.64,1,1,0,40084.32,stay
452,15785798,Uchechukwu,France,Male,850,40,9,0,2,0,1,119232.33,stay
453,15710825,Ch'en,Spain,Male,592,31,7,110071.1,1,0,0,43921.36,stay
454,15668444,He,Spain,Female,590,44,3,139432.37,1,1,0,62222.81,stay
455,15726631,Hilton,France,Female,758,39,6,127357.76,1,0,1,56577,stay
456,15733797,Sal,France,Male,506,36,5,0,2,1,0,164253.35,stay
457,15747960,Eluemuno,France,Male,733,33,3,0,1,1,1,7666.73,stay
458,15634632,Titus,France,Male,711,38,3,0,2,1,0,68487.51,stay
459,15707362,Yin,Germany,Male,514,43,1,95556.31,1,0,1,199273.98,leave
460,15662976,Lettiere,Spain,Male,637,37,8,0,1,1,1,186062.36,stay
461,15732778,Templeman,Germany,Male,468,29,1,111681.98,2,1,1,195711.16,stay
462,15718443,Chibuzo,France,Male,539,39,3,0,2,1,0,36692.17,stay
463,15670039,Sun,Spain,Female,509,25,3,108738.71,2,1,0,106920.57,stay
464,15773792,Evans,France,Female,662,32,4,133950.37,1,1,1,48725.68,leave
465,15613786,Ogbonnaya,Spain,Male,818,26,4,0,2,1,1,167036.94,stay
466,15726032,Enyinnaya,France,Male,608,33,9,89968.69,1,1,0,68777.26,stay
467,15663252,Olisanugo,Spain,Female,850,32,9,0,2,1,1,18924.92,stay
468,15593782,Brookes,Germany,Female,816,38,5,130878.75,3,1,0,71905.77,leave
469,15633283,Padovano,France,Male,536,35,8,0,2,1,0,64833.28,stay
470,15749167,Fisk,France,Male,753,35,3,0,2,1,1,184843.77,stay
471,15759298,Shih,Spain,Male,631,27,10,134169.62,1,1,1,176730.02,stay
472,15683625,Hare,France,Male,703,37,1,149762.08,1,1,0,20629.4,leave
473,15635367,Muir,France,Male,774,26,2,93844.69,1,1,0,28415.36,stay
474,15681705,Fanucci,France,Male,785,28,8,0,2,1,0,77231.27,stay
475,15603156,Elewechi,France,Female,571,33,1,0,2,1,0,102750.7,stay
476,15591986,Johnston,Germany,Male,621,46,6,141078.37,1,0,0,34580.8,leave
477,15798888,Pisano,Germany,Female,605,31,1,117992.59,1,1,1,183598.77,stay
478,15809722,Ankudinov,France,Female,611,40,8,100812.33,2,1,0,147358.27,stay
479,15677538,Nwokike,France,Male,569,38,7,0,1,1,1,108469.2,stay
480,15797736,Smith,France,Male,658,29,4,80262.6,1,1,1,20612.82,stay
481,15695585,Atkins,Spain,Male,788,34,6,156478.62,1,0,1,181196.76,stay
482,15744398,Burns,France,Female,525,23,5,0,2,1,0,160249.1,stay
483,15750658,Obiuto,France,Male,798,37,8,0,3,0,0,110783.28,stay
484,15578186,Pirozzi,Germany,Male,486,37,9,115217.99,2,1,0,144995.33,stay
485,15676519,George,Spain,Male,615,61,9,0,2,1,0,150227.85,leave
486,15637954,Lewis,France,Female,730,35,0,155470.55,1,1,1,53718.28,stay
487,15758639,Moran,France,Male,641,37,7,0,2,1,0,75248.3,stay
488,15613772,Dalrymple,France,Male,542,39,3,135096.77,1,1,1,14353.43,leave
489,15731744,Carslaw,France,Male,692,30,2,0,2,0,1,130486.57,stay
490,15807709,Kirby,Germany,Female,714,55,9,180075.22,1,1,1,100127.71,stay
491,15714689,Houghton,Spain,Male,591,29,1,97541.24,1,1,1,196356.17,stay
492,15699005,Martin,France,Female,710,41,2,156067.05,1,1,1,9983.88,stay
493,15624170,Tan,France,Female,639,38,4,81550.94,2,0,1,118974.77,stay
494,15725679,Hsia,France,Female,531,47,6,0,1,0,0,194998.34,leave
495,15585865,Westerberg,France,Female,673,38,2,170061.92,2,0,0,134901.34,leave
496,15804256,Hale,Germany,Male,765,36,8,92310.54,2,1,1,72924.56,stay
497,15662403,Kryukova,France,Female,622,32,6,169089.38,2,1,0,101057.95,stay
498,15733616,Sopuluchukwu,France,Male,806,40,5,80613.93,1,1,1,142838.64,stay
499,15591995,Barry,Germany,Male,757,26,8,121581.56,2,1,1,127059.04,stay
500,15677020,Selezneva,France,Female,570,58,8,0,1,0,1,116503.92,leave
501,15727688,Chizuoke,Spain,Male,555,32,4,0,2,1,1,54405.79,stay
502,15715941,Lueck,France,Male,692,54,5,0,2,1,1,88721.84,stay
503,15714485,Udinese,France,Male,774,60,5,85891.55,1,1,0,74135.48,leave
504,15730059,Udobata,Spain,Male,638,44,9,77637.35,2,1,1,111346.22,stay
505,15715527,Freeman,Spain,Female,543,41,4,0,1,0,0,194902.16,stay
506,15576623,Outlaw,France,Male,584,31,5,0,2,1,0,31474.27,stay
507,15805565,Obiuto,Germany,Male,691,30,7,116927.89,1,1,0,21198.39,stay
508,15677307,Lo,Germany,Female,684,40,6,137326.65,1,1,0,186976.6,stay
509,15773890,Okechukwu,France,Male,733,22,5,0,2,1,1,117202.19,stay
510,15598883,King,Spain,Female,599,37,2,0,2,1,1,143739.29,stay
511,15568506,Forbes,Germany,Female,524,31,10,67238.98,2,1,1,161811.23,stay
512,15761043,Macleod,Germany,Female,632,38,6,86569.76,2,1,0,98090.91,stay
513,15782236,Gibbs,Spain,Male,735,34,5,0,2,0,0,71095.41,stay
514,15593601,Isayev,France,Male,734,34,6,133598.4,1,1,1,13107.24,stay
515,15682048,Pisano,France,Female,605,51,3,136188.78,1,1,1,67110.59,leave
516,15746902,Belstead,Spain,Male,793,38,9,0,2,1,0,88225.02,stay
517,15752081,Vassiliev,France,Female,468,56,10,0,3,0,1,62256.87,leave
518,15781307,Schneider,Germany,Male,779,37,7,120092.52,2,1,0,135925.72,stay
519,15775912,Mazzanti,France,Male,698,48,4,101238.24,2,0,1,177815.87,leave
520,15745417,Knipe,France,Male,707,58,6,89685.92,1,0,1,126471.13,stay
521,15671256,Macartney,France,Female,850,35,1,211774.31,1,1,0,188574.12,leave
522,15653547,Madukwe,France,Male,850,56,7,131317.48,1,1,1,119175.45,stay
523,15595766,Watts,Spain,Male,527,37,5,93722.73,2,1,1,139093.73,stay
524,15742358,Humphreys,Germany,Male,696,32,8,101160.99,1,1,1,115916.55,stay
525,15763274,Wu,France,Male,661,48,3,120320.54,1,0,0,96463.25,stay
526,15786063,Chin,France,Female,776,31,2,0,2,1,1,112349.51,stay
527,15600258,Chesnokova,France,Male,701,43,2,0,2,1,1,165303.79,stay
528,15573318,Kung,France,Male,610,26,8,0,2,1,0,166031.08,stay
529,15653849,Lu,Germany,Female,572,48,3,152827.99,1,1,0,38411.79,leave
530,15694272,Nkemakolam,France,Male,673,30,1,64097.75,1,1,1,77783.35,stay
531,15736112,Walton,Spain,Female,519,57,2,119035.35,2,1,1,29871.79,stay
532,15749851,Brookes,Spain,Female,702,26,4,135219.57,1,0,1,59747.63,stay
533,15663478,Baldwin,France,Male,729,32,6,93694.42,1,1,1,79919.13,stay
534,15592300,Mai,Spain,Male,543,35,10,59408.63,1,1,0,76773.53,stay
535,15567832,Shih,France,Female,550,40,7,114354.95,1,1,0,54018.93,stay
536,15776780,He,France,Male,608,59,1,0,1,1,0,70649.64,leave
537,15592846,Fiorentini,Germany,Male,639,35,10,128173.9,2,1,0,59093.39,stay
538,15739803,Lucciano,Spain,Male,686,34,9,0,2,1,0,127569.8,stay
539,15794142,Ferreira,Germany,Female,564,62,5,114931.35,3,0,1,18260.98,leave
540,15762729,Ukaegbunam,Germany,Female,745,28,1,111071.36,1,1,0,73275.96,leave
541,15667896,De Luca,France,Male,833,37,8,151226.18,2,1,1,136129.49,stay
542,15626578,Milne,France,Male,622,26,9,0,2,1,1,153237.59,stay
543,15776223,Davide,France,Female,597,42,4,64740.12,1,1,1,106841.12,stay
544,15705953,Kodilinyechukwu,Spain,Male,721,51,0,169312.13,1,1,0,109078.35,leave
545,15802593,Little,France,Female,504,49,7,0,3,0,1,87822.14,leave
546,15615457,Burns,Spain,Female,842,44,2,112652.08,2,1,0,126644.98,stay
547,15708916,Paterson,France,Male,587,38,0,0,2,1,0,47414.15,stay
548,15720187,Han,Germany,Female,479,30,7,143964.36,2,1,0,41879.99,stay
549,15595440,Kryukova,France,Male,508,49,7,122451.46,2,1,1,75808.1,stay
550,15600651,Ijendu,France,Male,749,24,1,0,3,1,1,47911.03,stay
551,15750141,Reichard,Germany,Female,721,36,3,65253.07,2,1,0,28737.78,stay
552,15657284,Day,Germany,Male,674,47,6,106901.94,1,1,1,2079.2,leave
553,15763063,Price,Spain,Female,685,25,10,128509.63,1,1,0,121562.33,stay
554,15709324,Bruce,France,Male,417,34,7,0,2,1,0,55003.79,stay
555,15711309,Sumrall,Germany,Male,574,33,3,129834.67,1,1,0,193131.42,stay
556,15775318,Lu,Spain,Female,590,51,3,154962.99,3,0,1,191932.27,leave
557,15705515,Lazarev,Germany,Male,587,40,5,138241.9,2,1,0,159418.1,stay
558,15634844,Miller,Germany,Male,598,41,3,91536.93,1,1,0,191468.78,leave
559,15717046,Wentworth-Shields,Spain,Male,741,53,3,0,2,1,1,38913.68,stay
560,15571816,Ritchie,Spain,Female,850,70,5,0,1,1,1,705.18,stay
561,15670080,Mackenzie,Germany,Female,584,29,7,105204.01,1,0,1,138490.03,stay
562,15800440,Power,Spain,Male,650,61,1,152968.73,1,0,1,82970.69,stay
563,15665678,Tan,Spain,Male,607,36,8,158261.68,1,1,1,76744.72,stay
564,15665956,Pendergrass,France,Female,509,46,1,0,1,1,0,71244.59,leave
565,15788126,Evans,Spain,Female,689,38,6,121021.05,1,1,1,12182.15,stay
566,15811773,Hsia,France,Male,543,36,4,0,2,1,1,141210.5,stay
567,15651674,Billson,Spain,Female,438,54,2,0,1,0,0,191763.07,leave
568,15689614,Teng,Spain,Female,687,63,1,137715.66,1,1,1,37938.74,stay
569,15795564,Moretti,Germany,Male,737,31,5,121192.22,2,1,1,74890.58,stay
570,15706647,Jordan,France,Male,761,31,7,0,3,1,1,166698.18,stay
571,15728505,Ts'ao,France,Male,601,44,1,100486.18,2,1,1,62678.53,stay
572,15730076,Osborne,France,Male,651,45,1,0,1,1,0,67740.08,leave
573,15622003,Carslaw,France,Male,745,35,9,92566.53,2,1,0,161519.77,stay
574,15607312,Ch'ang,Spain,Female,648,49,10,0,2,1,1,159835.78,leave
575,15644753,Hung,Spain,Male,848,40,3,110929.96,1,1,1,30876.84,stay
576,15653620,Gordon,France,Female,546,27,8,0,2,1,1,14858.1,stay
577,15761986,Obialo,Spain,Female,439,32,3,138901.61,1,1,0,75685.97,stay
578,15633922,Gray,France,Male,755,30,4,123217.66,2,0,1,144183.1,stay
579,15734674,Lin,France,Female,593,41,6,0,1,1,0,65170.66,stay
580,15658032,Hopkins,France,Male,701,39,2,0,2,1,1,82526.92,stay
581,15692671,Dobson,Spain,Male,701,36,8,0,2,1,0,169161.46,stay
582,15737741,McKay,Spain,Female,607,33,2,108431.87,2,0,1,109291.39,leave
583,15576352,Revell,Spain,Female,586,57,3,0,2,0,1,6057.81,stay
584,15753719,Rickards,Germany,Female,547,30,9,72392.41,1,1,0,77077.14,stay
585,15803689,Begum,Germany,Female,647,51,1,119741.77,2,0,0,54954.51,leave
586,15718057,Onyinyechukwuka,France,Female,760,51,2,100946.71,1,0,0,179614.8,leave
587,15722010,Zuyev,Spain,Male,621,53,9,170491.84,1,1,0,35588.07,leave
588,15680998,Nwankwo,France,Male,725,44,5,0,1,1,1,117356.14,stay
589,15614782,Hao,France,Male,526,36,1,0,1,1,0,160696.72,stay
590,15591047,Ma,Spain,Female,519,47,6,157296.02,2,0,0,147278.43,leave
591,15788291,Okwuadigbo,Germany,Female,713,38,7,144606.22,1,1,1,56594.36,leave
592,15604044,Mitchell,France,Male,700,38,8,134811.3,1,1,0,1299.75,stay
593,15679587,Chan,France,Female,666,34,9,115897.12,1,1,1,25095.03,stay
594,15775153,Buchi,Spain,Male,630,32,4,82034,1,0,0,146326.45,stay
595,15603925,Greco,Spain,Female,779,26,4,174318.13,2,0,1,38296.21,stay
596,15680970,Lombardi,Germany,Female,611,41,2,114206.84,1,1,0,164061.6,stay
597,15697183,Uchenna,Spain,Male,685,43,9,0,2,1,0,107811.28,stay
598,15567446,Coffman,Germany,Male,646,39,9,111574.41,1,1,1,30838.51,stay
599,15637476,Alexandrova,Germany,Female,683,57,5,162448.69,1,0,0,9221.78,leave
600,15714939,Fallaci,Germany,Female,484,34,4,148249.54,1,0,1,33738.27,stay
601,15683503,Hudson,France,Female,601,43,8,0,3,0,1,110916.15,leave
602,15645569,Mai,Spain,Female,762,26,7,123709.46,2,1,1,169654.57,stay
603,15782569,Stout,France,Female,687,72,9,0,1,0,1,69829.4,stay
604,15592387,Burke,France,Male,566,30,5,0,1,1,0,54926.51,leave
605,15609286,Chadwick,France,Male,702,37,10,150525.8,1,1,1,94728.49,stay
606,15814035,Lawrence,France,Male,601,29,9,0,1,1,1,80393.27,stay
607,15661249,Bellucci,France,Male,699,53,4,0,2,0,1,111307.98,stay
608,15629117,Harper,France,Male,584,28,10,0,2,1,0,19834.32,stay
609,15607170,Boyle,France,Male,699,35,5,0,2,1,1,78397.24,stay
610,15586585,Duncan,Germany,Female,698,51,2,111018.98,1,1,0,86410.28,stay
611,15686611,Moss,France,Male,495,30,10,129755.99,1,0,0,172749.65,stay
612,15603203,Avdeyeva,France,Female,650,27,6,0,2,1,0,1002.39,stay
613,15619857,Crawford,France,Female,605,64,2,129555.7,1,1,1,13601.79,stay
614,15805062,Lynton,Spain,Male,667,38,1,87202.38,1,1,1,77866.91,stay
615,15660271,Duncan,Germany,Male,688,26,8,146133.39,1,1,1,175296.76,stay
616,15745295,Gether,Spain,Female,727,31,0,0,1,1,0,121751.04,leave
617,15719352,Davidson,Spain,Male,754,39,6,170184.99,2,1,0,89593.26,stay
618,15766575,Larionova,Germany,Female,612,62,8,140745.33,1,1,0,193437.89,leave
619,15594594,Loggia,Spain,Male,546,42,7,139070.51,1,1,1,86945,stay
620,15646161,Steinhoff,Spain,Female,673,37,8,0,2,1,1,183318.79,stay
621,15682585,Guerra,France,Male,593,35,9,114193.24,1,1,0,71154.1,stay
622,15603134,Pai,Spain,Female,656,40,10,167878.5,1,0,1,151887.16,stay
623,15636444,Craig,Germany,Female,535,53,5,141616.55,2,1,1,75888.65,stay
624,15773456,Lazareva,Germany,Male,678,36,3,145747.67,2,0,1,89566.74,stay
625,15745307,Ch'iu,Spain,Female,477,48,2,129120.64,1,0,1,26475.79,stay
626,15604119,Alderete,Spain,Male,850,35,7,110349.82,1,0,0,126355.8,stay
627,15626900,Kung,France,Male,427,29,1,141325.56,1,1,1,93839.3,stay
628,15605447,Palermo,France,Male,752,49,2,78653.84,1,1,0,7698.6,stay
629,15589030,Ts'ai,France,Male,649,47,1,0,2,1,1,145593.85,stay
630,15692463,Rahman,Spain,Female,799,28,3,142253.65,1,1,0,45042.56,stay
631,15712403,McMillan,France,Female,589,61,1,0,1,1,0,61108.56,leave
632,15811762,Pickering,Germany,Female,583,54,6,115988.86,1,1,0,57553.98,leave
633,15718673,Mirams,Spain,Female,839,33,10,75592.43,1,1,0,62674.42,stay
634,15724282,Tsao,Germany,Male,540,44,3,164113.04,2,1,1,12120.79,stay
635,15738181,Douglas,France,Male,850,31,6,67996.23,2,0,0,50129.87,leave
636,15633648,Jideofor,Spain,Female,696,51,5,0,2,1,0,55022.43,stay
637,15603323,Bell,Spain,Female,660,33,1,0,2,0,0,117834.91,stay
638,15583725,Mairinger,France,Male,682,48,1,138778.15,1,0,1,168840.23,stay
639,15588350,McIntyre,France,Female,744,43,10,147832.15,1,0,1,24234.11,stay
640,15798398,Pagnotto,France,Female,785,36,4,135438.4,1,0,0,190627.01,stay
641,15784844,K'ung,Spain,Male,752,48,5,116060.08,1,1,0,156618.38,leave
642,15580684,Feng,France,Female,706,29,5,112564.62,1,1,0,42334.38,stay
643,15809663,Donaldson,France,Female,583,27,1,125406.58,1,1,1,110784.42,stay
644,15640078,Chambers,Germany,Female,660,39,5,135134.99,1,1,0,173683,leave
645,15698786,Marcelo,France,Female,819,39,9,133102.92,1,1,0,27046.46,leave
646,15569807,Ejimofor,France,Female,673,34,8,42157.08,1,1,0,20598.59,leave
